初めてナマのコーイケルホンディエ♀を見た。飼い主さんの許可をいただき、撫でさせてもらった。可愛いすぎる…が、抜毛がすごかった。U・x・U,,,,,,
[USER] 今日祝日やからまだ確定じゃないけど、24の夜行便で行こうかなと…,,,,,,
もう紳助の金儲けの番組はいいだろ。リアンといい今のビーチボーイズ？こんな素人がずっと売れる訳ない。,,,,,,
ポテリッチ奈々ファイルまだあるぜwww #mizukinana (@ ローソン 滝川空知町店)  [URL],,,,,,
麺創研かなで紅の紅ブラック食べたけどスープの濃さ間違えた喜多方ラーメンのような味だった。高血圧になりそう。しかし嫌いじゃない,,,,,,
えりなとWILD CAFEなうー！ これからご飯食べて六本木で カウントダウン♡♡ [URL],,,,,,
明後日親友の誕生日だ…。どうしようwwww愛の手紙でも書くかなwwwww,,,,,,
結婚は事業ではないとおもいます。ただし、お互いに妥協が必要だとおもいます。夫婦でね。 うちの義母は、嫁は家政婦としかおもっていません。自分もよめだったのにね…,,,,,,
チャーシュー麺セット  @ 鼎泰豊 カレッタ汐留店 [URL],,,,,,
おでんと熱燗のつもりが今日はあったかすぎる… (@ 味穂) [URL],,,,,,
最近、ムショーに辛いカレーを身体が欲します(^｡^) (@ インド料理レストラン RAJ) [URL],,,,,,
今日はお昼に、楊嘉源先生から、連絡が入りました。家族で、12月11日の日曜日に、私の店 スナック夢に遊びに来ると。＼(^o^)／勿論、知念かおりさんも、可愛い子供達も来ます。(^_^),,,,,,
朝ゲーセンは (@ スーパーノバ 会津インター店) [URL],,,,,,
[USER] 毎回楽しく拝見してます。我が家も今年はイルミネーションは自粛することにしました。家族全員意見で決めました。自宅を建てる時から室外電源を三カ所作って例年は今頃ドハデなイルミネーションで輝くのですが（笑）毎度美味しそうな料理ですね！,,,,,,
天神向かってるけど、今日の日差しは私の肌を容赦なく刺してくる...,,,,,,
銀座中央通りのドコモショップにいます。修理するのに法人契約って厄介。ですが対応してくれたお姉さんが親切で、無事に電話を入院させました！,,,,,,
[USER] イヤイヤ！こんなピリ痛い思いでいらんしΣ(￣。￣ﾉ)ﾉもっとスイートな一夏の思ひ出きぼー（＾Ｏ＾☆♪イェイ,,,,,,
乗り換えで電車待ち。 眠い～(@ 旗の台駅 (Hatanodai Sta.)) [URL],,,,,,
進撃の巨人、電子書籍でDLして読んでるけど 慣れないとマンガは読みにくい。,,,,,,
[USER] 神奈川住みの方ですか！私はまだ中学生なんでなかなかLIVEなんかは何回も行けないんですけどゆずを心から愛してます！神奈川に住むことが夢ですね（笑）,,,,,,
[USER] 絡も絡も(*_*)♪ そういえば、学習院って入学前に登校日があるって聞いたんだけど、詳細知ってるー?私何も知らなくて(´；ω；`);;;;,,,,,,
[USER] オス！よろしく*･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*,,,,,,
波が高くて上陸はできませんでした。とても残念。周遊してきましたよ～寂しく感じる場所です…[USER] いるの？すごい！[USER],,,,,,
ただいま！ (@ 大阪国際空港 北ターミナル w/ 2 others) [URL],,,,,,
さすがEXILEファン♪( ´▽｀) EX番組だとツイートすごいことになってた(((o(*ﾟ▽ﾟ*)o))),,,,,,
報道ステーションの脳死の最期のあれが経験と重なってやばいからやばいわうあー,,,,,,
[USER] おはようございます～積み込み完了！天橋立へ向かって出発です,,,,,,
月曜から「グリコマイルドカフェオレ」「ブルガリアヨーグルト低糖」「こだわり極プリン」などが安くなりますρ( ^ｏ^)b_♪♪ パスタの30円 引きキャンペーンも明日までやってます(￣０￣;,,,,,,
今日は大阪でいろんな方とお会いした。やっぱ刺激的。でも結局よく飲んだ。仕上げのポムロルは昨日脇屋さんとこで頂いたサンジュリアンより官能的だった…。,,,,,,
[USER] そですか(((^^;) 昼寝は最高に気持ちいいかんね(^.^),,,,,,
宮城県の色麻町。JAでたまごかけご飯。350円で食べ放題！ふとるー。,,,,,,
いやっふぅwつぶやきまくるか（笑）美奈がいるとはなぁ（＾Ｏ＾）,,,,,,
Jコンテストの講評会なう (@ 宣伝会議 セミナー会場) [URL],,,,,,
妹の方が身長が15センチ高いのに体重が一緒と知ったなう( T_T)＼(^-^ ),,,,,,
不思議とか、魔法とか、ラノベっぽい響きのクラスも作ろう。 「漢字を憶える魔法の呪文を不思議先生が！クラス」,,,,,,
花の湯なう。雪見露天風呂その後ビールとか最高すぎるのだが。サラリーマンのみなさんは仕事に勤しむざます。ウフフ。,,,,,,
再度OBOG訪問願いをメールしてしまった。自分の準備不足や訪問時間内でのダメさが申し訳なかった。もう一回チャンスをもらいたい。返信くるかなぁ。。,,,,,,
なりた。うあ〜機内寒くて酔った。長時間フライト、限界やわ。。14時間は非常にしんどい。,,,,,,
[USER] 飲み過ぎたよ。。でも福岡最高飯うまい。バー安い。,,,,,,
痛い…マジ痛い.。o○ 昨日ﾁｬﾘで転んで、右足腫れるし、怪我するし、最悪だorz,,,,,,
逗子マリーナ！ここはたまらん(´Д｀)クルーザーオーナーになりたし！ [URL],,,,,,
中央道談合坂SAなう。昼食とるばい。 そばでいいや(^-^)/,,,,,,
上の子の誕生日 @ ベーカリーレストランサンマルク 星ヶ丘店にタッチ！ [URL],,,,,,
病院帰りに寄ってみた (@ ぱんだよりノドカ) [pic]: [URL],,,,,,
上野～八戸間、不眠！ちくしょう…俺は限界に挑戦したいんじゃないんだよ…,,,,,,
昨日から部屋に戻る度にやたらと隣人と鉢合う。両手にゴミ袋？引っ越しか？さっきゴミ置き場通り過ぎたら、満パンだった。どんだけ溜め込んでたんだ？！(￣^￣),,,,,,
ビートルズには遅過ぎ、キャロル解散、つま恋には早過ぎた世代です。[URL],,,,,,
今日は養老乃瀧さんがやってるからこの通りも明るいなぁーo(^▽^)o,,,,,,
[USER] [USER] [USER] [USER] ですよねー！わら,,,,,,
[USER] いちじかんはん早く着いてしまう＼(^o^)／今日は忙しいぜ！,,,,,,
このあたりが中間地点バラン星かなぁ？宮島SAでカキフライ定食なう。 [URL],,,,,,
[USER] 独り身の醍醐味ですよ♪でも私は赤ちゃんの方がいい～☆,,,,,,
田中屋がお休みやったんでココに連れてってもらいましたw  @ 玉子焼き たこ磯 [URL],,,,,,
[USER] 福岡にいれば、応援行きたかった〜。頑張って下さい。 [URL],,,,,,
奈良はみぞれがパラッとして寒いです…(´▽｀；)ゞ今日の現地は終了!これから、名古屋に向かいます。もちろん、京都経由で新幹線ですo(^o^)o [URL],,,,,,
白馬大雪渓直下の山小屋にいます。明日の天気が心配です。 [URL],,,,,,
忘年会の帰りですが、東武伊勢崎線の西新井駅で人身事故発生。乗ってる電車が止まってしまいました。,,,,,,
嵐の前の静けさ、風に負けるな！  @ 府中市立第二小学校 [URL],,,,,,
明日みたま行くー(*^^*) やば、楽しみや♪ってか浴衣着るか迷うな(;_;),,,,,,
[USER] そうそう私も見たよ。星が明るいから都会でも見れる。,,,,,,
おわったー＼(^o^)／つかれた。着物脱ぎたいのに成人祝もらうために親戚まわらなきゃいけないからまだ脱げないてゆうね（笑） [URL],,,,,,
ドイツ ノイシュバンシュタイン城 | [ファンタジックフォーカス] [URL] #penpic,,,,,,
[USER] 私今日3k枚出してきました。モンハンは乗らないとホントゴミ台！,,,,,,
[USER] そうだね。まだ一度もご一緒してなかったね。今度お誘いします。,,,,,,
パンダ餃子閉店のお知らせm(_ _)m なんかついてない（；￣ェ￣）,,,,,,
マジでCrazy Doctor #曲名にマジでを付けると真実味が増してくる,,,,,,
[USER] Happy birthday☆Nicole!!いつも笑顔のニコニコニコルが大好きだよ！KARAとKAMILIAで たくさん思い出作って 笑っていこうね♪I love you!!(σ^∀^)σぴょんぴょん [URL],,,,,,
10月9日(日)は、南高齢者施設のお祭りに、海老名市社会福祉協議会のボランティアとして参加します。,,,,,,
今日から一週間の千葉研修に行って参ります(^-^)/  @ JR新大阪駅 [URL],,,,,,
ママとリング2見てる！始まって10分すでに怖いっすヽ(；▽；)ノ,,,,,,
[USER] [USER] msyosshiさんが憎くて愛くるしい件,,,,,,
外国籍児童学習支援教室「フィリピノナガイサ」の修了式。この冬、高校に合格した子も。ホントおめでと!!みんなびっくりするくらい、日本語が上手になってる(^^) [URL],,,,,,
[USER] はやっ！ 今日は休みか꒰ू๑͒•௰ू•๑͒꒱ なになにー？,,,,,,
新発田中央運動公園なう 人工芝のいいグラウンドですね [URL],,,,,,
なんだかんだ、 九州乙女たちと盛り上がる夜★ 九州最高だ＼(^o^)／,,,,,,
今日は、会社で行事、春のお楽しみ会です。ジャンケン大会やお花見ドライブです！桜が満開、きれいだよ〜 ( ´ ▽ ` ),,,,,,
クマPさん、いい気分でくつろいでいますね。 我が家はラグを新調。 ふんわり感が気持ちE [URL],,,,,,
ランチなうー♡お初のサルバトーレ！ずっと気になってたから来れてうれしいぃー(((o(*ﾟ▽ﾟ*)o))) [URL],,,,,,
性的な単語(笑)が多いので好みが別れると思うが、稲中卓球部などが好きなら間違いなく買うべき。,,,,,,
バタバタして朝飯食えなかった。やっと昼メシが食える、冷やしラーメン食べにきた。,,,,,,
[USER] これ俺だよぉ！ ただし10年位前だけど… [URL],,,,,,
今日の朝まで10何時間も寝てました！！お陰で夕方になっても目がさっぱり！！,,,,,,
おはようございます。寝起きで顔がすげーことになってるf^_^;),,,,,,
脱原発!!! もちろん避難や内部被曝問題も継続中 でも今日8/6の決意なう!!! 声をあげなきゃ一つにならなきゃ変わらないもんっ!!!,,,,,,
そこまでじゃないけど結構激しいです RT [USER] 冠水してるんですか？RT [USER] 土砂ぶりなう。 #笠間 [URL],,,,,,
やばい！全然頭に入らない。・°°・(＞_＜)・°°・。今日の最後の試験大丈夫かな？,,,,,,
Rという小金原のハンバーガー屋さんにいます。素敵なお店です！ [URL],,,,,,
武蔵野線は新三郷駅での人身事故で上下線で運転見合わせ中　#jr,,,,,,
車庫入れで車をぶつけ、ボディーが歪みドアが閉まらない…という夢をみたんだ。,,,,,,
[USER] 旨そうですね。ボリュームもありそう。お盆休みですか？,,,,,,
５合目到着！めちゃくちゃ涼しい♪ 【山梨県南都留郡 鳴沢村】 [URL],,,,,,
トリックの霊能者バトルロイヤルなう。餃子像がでてる～wwいまちょっと旬だよね★だいぶ先取りしてたんやね [URL],,,,,,
